test,period,psd
1,48.0,6046.321138178293
1,32.0,8520.90650341348
1,24.0,42729.47415513737
1,19.200000000000003,9824.257510276702
1,16.0,328.7524413774894
1,13.714285714285715,182.50855443835007
1,12.0,2714.1786077354714
1,10.666666666666666,573.6510778325098
1,9.600000000000001,3277.416785546582
1,8.727272727272728,384.8299024309521
1,8.0,1088.7622532770765
1,7.384615384615385,1489.358065307471
1,6.857142857142858,2457.379258567413
1,6.4,5675.305945091337
1,6.0,1722.6038413941897
1,5.647058823529412,1034.1352797305665
1,5.333333333333333,6267.933806230177
1,5.052631578947369,1285.393694936347
1,4.800000000000001,3310.061259741711
1,4.571428571428571,308.4416011954333
1,4.363636363636364,793.7582994385112
1,4.173913043478261,696.522951528535
1,4.0,6685.159612617645
1,3.8400000000000007,733.1682803171162
1,3.6923076923076925,112.17282019873073
1,3.5555555555555554,7313.217459966153
1,3.428571428571429,5037.5951440189065
1,3.3103448275862073,1988.1581622335889
1,3.2,2984.6846156566944
1,3.0967741935483875,1114.903910871559
1,3.0,177.6458333333333
1,2.909090909090909,3433.837603695155
1,2.823529411764706,2728.210701126229
1,2.742857142857143,1194.8094527439332
1,2.6666666666666665,1091.002757063683
1,2.5945945945945947,1005.4125246740639
1,2.5263157894736845,884.4573177676408
1,2.4615384615384617,555.5791780997888
1,2.4000000000000004,586.8057622731404
1,2.3414634146341466,2532.3632914096615
1,2.2857142857142856,939.6448224433104
1,2.2325581395348837,1997.2048056292188
1,2.181818181818182,4210.255413431364
1,2.1333333333333333,736.2854975574166
1,2.0869565217391304,596.2580842142675
1,2.042553191489362,7859.778565335719
1,2.0,401.10416666666663
1,1.959183673469388,9061.640315347273
1,1.9200000000000004,82.32129439656875
1,1.8823529411764706,1284.1351365480823
1,1.8461538461538463,7297.95453550174
1,1.8113207547169814,3771.131790944529
1,1.7777777777777777,437.7346052163967
1,1.7454545454545456,914.5555264475963
1,1.7142857142857144,1338.6968878837406
1,1.6842105263157894,3778.206755002253
1,1.6551724137931036,3601.818490104112
1,1.6271186440677967,2703.558228741285
1,1.6,1875.873159863058
1,1.5737704918032789,1191.81704699384
1,1.5483870967741937,3665.8937009691726
1,1.5238095238095237,750.0654826055329
1,1.5,87.75
1,1.476923076923077,3300.59407389267
1,1.4545454545454546,2106.527053683339
1,1.4328358208955225,144.849474938632
1,1.411764705882353,1583.016625506742
1,1.391304347826087,2177.5425384722057
1,1.3714285714285714,7105.038221147168
1,1.3521126760563382,4819.068972044057
1,1.3333333333333333,2255.1945540490224
1,1.315068493150685,2751.7729623634755
1,1.2972972972972974,609.4782269358427
1,1.28,2082.551056131261
1,1.2631578947368423,4968.5990568385205
1,1.246753246753247,1059.7950519411706
1,1.2307692307692308,2736.491056004245
1,1.2151898734177216,728.1822834618581
1,1.2000000000000002,1395.3544919391436
1,1.1851851851851851,138.4287073965949
1,1.1707317073170733,1414.077769671475
1,1.1566265060240966,16.165220228449858
1,1.1428571428571428,753.1951631295149
1,1.1294117647058823,710.2196857625313
1,1.1162790697674418,1877.2622738062546
1,1.103448275862069,203.8873345987352
1,1.090909090909091,522.0895754409803
1,1.0786516853932586,951.4555994154275
1,1.0666666666666667,206.23159938834422
1,1.054945054945055,240.87533184716017
1,1.0434782608695652,2177.835476490299
1,1.032258064516129,673.1247890607215
1,1.021276595744681,1086.3856179317345
1,1.0105263157894737,2482.0042274526513
1,1.0,330.04166666666663
2,36.0,3433.688584300835
2,24.0,38827.87680893923
2,18.0,381.81910235369025
2,14.399999999999999,354.93856136893226
2,12.0,7873.926012937147
2,10.285714285714286,362.49545408477655
2,9.0,3296.4971874965136
2,8.0,2393.83610002495
2,7.199999999999999,1942.8731694094918
2,6.545454545454546,754.3387511122318
2,6.0,4567.843928695243
2,5.538461538461538,3304.059769235013
2,5.142857142857143,212.7432280898081
2,4.800000000000001,521.228694913067
2,4.5,684.0155104747028
2,4.235294117647059,1840.8613138420365
2,4.0,7103.272679485367
2,3.789473684210526,881.9921428180864
2,3.5999999999999996,5462.463809227904
2,3.428571428571429,4026.277187744103
2,3.272727272727273,5174.213257124721
2,3.130434782608696,1029.4191937855667
2,3.0,1442.5833333333317
2,2.88,2096.8861867175356
2,2.769230769230769,28.175480726357996
2,2.6666666666666665,757.3260566099422
2,2.5714285714285716,4488.821383288147
2,2.4827586206896552,815.1338896116914
2,2.4000000000000004,5230.853559622578
2,2.3225806451612905,359.2562254998163
2,2.25,7832.901391602189
2,2.181818181818182,917.0634369066499
2,2.1176470588235294,275.14224667030106
2,2.0571428571428574,2315.2946408713924
2,2.0,417.90277777777794
2,1.945945945945946,523.0847928958145
2,1.894736842105263,1025.1092719331123
2,1.8461538461538463,625.7954698924543
2,1.7999999999999998,84.34293360917935
2,1.7560975609756098,390.0735721244712
2,1.7142857142857144,596.0204772639981
2,1.6744186046511629,673.0906077056158
2,1.6363636363636365,499.2877467179775
2,1.6,2279.9362487934704
2,1.565217391304348,3209.7403043671297
2,1.5319148936170213,1706.8807784732408
2,1.5,349.36111111111114
2,1.469387755102041,1004.1117836396277
2,1.44,1255.682953383816
2,1.411764705882353,1339.0818632118721
2,1.3846153846153846,1764.9131979951537
2,1.358490566037736,3759.8135812928494
2,1.3333333333333333,653.8106538479661
2,1.309090909090909,91.38682447804072
2,1.2857142857142858,1878.6390455609728
2,1.2631578947368423,3126.7685766351174
2,1.2413793103448276,7274.989928891271
2,1.2203389830508475,3410.5859964871815
2,1.2000000000000002,542.461626860309
2,1.180327868852459,6085.365306283229
2,1.1612903225806452,1076.3309189480415
2,1.1428571428571428,348.012705682748
2,1.125,8302.2705979231
2,1.1076923076923078,2810.94622366656
2,1.090909090909091,931.4499501762721
2,1.0746268656716418,5136.871584757373
2,1.0588235294117647,799.3614270837886
2,1.0434782608695652,1801.96351731305
2,1.0285714285714287,7153.477322821771
2,1.0140845070422535,3381.159321253097
2,1.0,1458.0
