Description:
Start date: 2022-06-03 00:00:00
End date: 2022-09-06 00:00:00
Sampling interval: 30T
Animal: Animal 15
Tag: 201610060186
Sex: Male
Cage: 3

Data:
date, duration, values, day
2022-06-03 21:00:00,0.0,0,2022-06-03
2022-06-03 21:30:00,12.988,2,2022-06-03
2022-06-03 22:00:00,1664.576,1,2022-06-03
2022-06-03 22:30:00,69.766,0,2022-06-03
2022-06-03 23:00:00,0.0,0,2022-06-03
2022-06-03 23:30:00,128.522,2,2022-06-03
2022-06-04 00:00:00,432.536,2,2022-06-04
2022-06-04 00:30:00,271.516,1,2022-06-04
2022-06-04 01:00:00,8.43,1,2022-06-04
2022-06-04 01:30:00,744.648,1,2022-06-04
2022-06-04 02:00:00,0.0,0,2022-06-04
2022-06-04 02:30:00,193.53,4,2022-06-04
2022-06-04 03:00:00,2.715,1,2022-06-04
2022-06-04 03:30:00,384.659,3,2022-06-04
2022-06-04 04:00:00,293.798,2,2022-06-04
2022-06-04 04:30:00,285.186,3,2022-06-04
2022-06-04 05:00:00,172.89,2,2022-06-04
2022-06-04 05:30:00,145.803,3,2022-06-04
2022-06-04 06:00:00,762.437,2,2022-06-04
2022-06-04 06:30:00,215.013,4,2022-06-04
2022-06-04 07:00:00,241.386,4,2022-06-04
2022-06-04 07:30:00,281.032,4,2022-06-04
2022-06-04 08:00:00,75.719,2,2022-06-04
2022-06-04 08:30:00,66.773,4,2022-06-04
2022-06-04 09:00:00,521.078,2,2022-06-04
2022-06-04 09:30:00,329.071,2,2022-06-04
2022-06-04 10:00:00,0.0,0,2022-06-04
2022-06-04 10:30:00,3.223,1,2022-06-04
2022-06-04 11:00:00,0.0,0,2022-06-04
2022-06-04 11:30:00,101.441,6,2022-06-04
2022-06-04 12:00:00,557.79,3,2022-06-04
2022-06-04 12:30:00,10.533,1,2022-06-04
2022-06-04 13:00:00,64.405,1,2022-06-04
2022-06-04 13:30:00,0.0,0,2022-06-04
2022-06-04 14:00:00,0.0,0,2022-06-04
2022-06-04 14:30:00,72.625,1,2022-06-04
2022-06-04 15:00:00,259.044,5,2022-06-04
2022-06-04 15:30:00,0.0,0,2022-06-04
2022-06-04 16:00:00,0.0,0,2022-06-04
2022-06-04 16:30:00,0.0,0,2022-06-04
2022-06-04 17:00:00,0.0,0,2022-06-04
2022-06-04 17:30:00,17.131,2,2022-06-04
2022-06-04 18:00:00,446.961,2,2022-06-04
2022-06-04 18:30:00,0.0,0,2022-06-04
2022-06-04 19:00:00,0.0,0,2022-06-04
2022-06-04 19:30:00,0.0,0,2022-06-04
2022-06-04 20:00:00,0.0,0,2022-06-04
2022-06-04 20:30:00,29.955,4,2022-06-04
2022-06-04 21:00:00,0.0,0,2022-06-04
2022-06-04 21:30:00,0.0,0,2022-06-04
