test,period,psd
1,42.0,988.669810985919
1,33.6,978.0550449918377
1,28.0,318.07732333498717
1,24.0,201.4962518584113
1,21.0,99.91408634020475
1,18.666666666666668,222.64395484420248
1,16.8,1176.190387141583
1,15.272727272727275,466.891088038468
1,14.0,346.018051004804
1,12.923076923076923,21485.812428583784
1,12.0,197.43623052970852
1,11.200000000000001,201.1055015775723
1,10.5,352.5141028274292
1,9.882352941176471,6.651811884019404
1,9.333333333333334,218.85018963441533
1,8.842105263157896,166.24605262622356
1,8.4,23.916062966363924
1,8.0,780.0309257981305
1,7.636363636363638,49.157314345726355
1,7.304347826086957,409.93481265668584
1,7.0,704.4828559523794
1,6.72,852.2761546045199
1,6.461538461538462,1715.9745503081147
1,6.222222222222223,249.77014360611682
1,6.0,279.6168256648526
1,5.793103448275862,225.31991851998714
1,5.6000000000000005,126.75825793304199
1,5.419354838709678,3.1485915505958415
1,5.25,176.83823794520188
1,5.090909090909091,113.47002356588932
1,4.9411764705882355,48.46751217668629
1,4.800000000000001,329.19089526567035
1,4.666666666666667,114.94403885302263
1,4.54054054054054,224.82690079055828
1,4.421052631578948,924.3513463302754
1,4.307692307692308,340.1114838385296
1,4.2,65.92341467440767
1,4.097560975609756,245.61016192852733
1,4.0,63.319134999999015
1,3.906976744186047,82.1127700508022
1,3.818181818181819,666.4530252324307
1,3.7333333333333334,20.42052818621016
1,3.6521739130434785,482.7549010914287
1,3.574468085106383,342.1148170020546
1,3.5,254.5102166511903
1,3.428571428571429,213.23488784985216
1,3.36,24.712467694032206
1,3.294117647058824,84.36737140536243
1,3.230769230769231,521.9543026112277
1,3.169811320754717,202.92339478586865
1,3.1111111111111116,828.6533014970565
1,3.0545454545454547,689.976769169578
1,3.0,74.86011904761902
1,2.947368421052632,868.4984319848436
1,2.896551724137931,216.69300127010345
1,2.8474576271186445,851.3128263036491
1,2.8000000000000003,598.7409479416627
1,2.7540983606557377,493.8022046601837
1,2.709677419354839,24.86526112980475
1,2.6666666666666665,175.0328461385337
1,2.625,114.74948341000845
1,2.5846153846153848,324.67960787974255
1,2.5454545454545454,104.90324925182763
1,2.5074626865671643,115.2082103767602
1,2.4705882352941178,583.6147282998518
1,2.4347826086956523,84.40891627114055
1,2.4000000000000004,178.95743828652311
1,2.3661971830985915,253.62560337339232
1,2.3333333333333335,84.35722903644808
1,2.301369863013699,149.06624434548104
1,2.27027027027027,6.33251257734805
1,2.24,513.3216822634952
1,2.210526315789474,125.27738576699602
1,2.181818181818182,159.6631163171989
1,2.153846153846154,460.147518257593
1,2.126582278481013,72.24464622358066
1,2.1,18.002060901498414
1,2.0740740740740744,37.927430184115956
1,2.048780487804878,614.785695131898
1,2.024096385542169,42.756946162559466
1,2.0,70.95238095238096
1,1.9764705882352942,226.46509945942788
1,1.9534883720930234,91.1177977591963
1,1.931034482758621,259.90532251194094
1,1.9090909090909094,134.281190158958
1,1.8876404494382022,31.3740013041748
1,1.8666666666666667,217.0248640800228
1,1.8461538461538463,996.9750948382837
1,1.8260869565217392,298.34093704535263
1,1.806451612903226,258.3593786186086
1,1.7872340425531914,99.087541654618
1,1.768421052631579,533.5222375275338
1,1.75,127.77281793509832
1,1.731958762886598,535.7788796655163
1,1.7142857142857144,802.2989732775242
1,1.696969696969697,91.2354255513611
1,1.68,139.96018746364354
1,1.6633663366336635,69.3131279004248
1,1.647058823529412,82.15745825767227
1,1.6310679611650487,154.91301221805617
1,1.6153846153846154,645.3735304940822
1,1.6,341.200591514016
1,1.5849056603773586,183.27639518502085
1,1.5700934579439254,121.13203094349126
1,1.5555555555555558,276.0801746764499
1,1.541284403669725,185.16436452284842
1,1.5272727272727273,405.0129608552727
1,1.5135135135135136,45.23538756524462
1,1.5,176.69940476190467
1,1.4867256637168142,163.10754821195152
1,1.473684210526316,1043.2196011642188
1,1.4608695652173913,501.0573985950519
1,1.4482758620689655,45.42463568401731
1,1.435897435897436,7.7926790672187005
1,1.4237288135593222,1.1389925062869484
1,1.411764705882353,910.1408430966527
1,1.4000000000000001,315.049795963553
1,1.3884297520661157,848.6297652275981
1,1.3770491803278688,137.11133741601589
1,1.3658536585365855,247.6191501035109
1,1.3548387096774195,731.7438193193001
1,1.344,427.84419284488933
1,1.3333333333333333,370.08562690476293
1,1.3228346456692914,604.9703508621535
1,1.3125,83.51564201919015
1,1.302325581395349,7.994563973863321
1,1.2923076923076924,157.4137053183624
1,1.282442748091603,427.88070123869255
1,1.2727272727272727,75.25387313552551
1,1.2631578947368423,896.183959519313
1,1.2537313432835822,1029.3235395077647
1,1.2444444444444445,184.58572302877005
1,1.2352941176470589,482.887203211391
1,1.2262773722627738,132.75601891358747
1,1.2173913043478262,430.7691264416517
1,1.20863309352518,33.03277523737639
1,1.2000000000000002,354.0022219541947
1,1.1914893617021278,369.90079546059025
1,1.1830985915492958,171.06837441453527
1,1.1748251748251748,1041.5662596572697
1,1.1666666666666667,202.72589398513978
1,1.1586206896551725,7.796543360033957
1,1.1506849315068495,837.6333734896889
1,1.1428571428571428,333.64039845408183
1,1.135135135135135,214.8769657208579
1,1.12751677852349,81.02695233243941
1,1.12,22.684810057632653
1,1.1125827814569538,812.8682176466831
1,1.105263157894737,139.1146227400039
1,1.0980392156862746,568.9242106011709
1,1.090909090909091,69.08116743005337
1,1.0838709677419356,843.9335709714735
1,1.076923076923077,1253.6355334361538
1,1.0700636942675161,2.5521365387723676
1,1.0632911392405064,188.95833748999667
1,1.0566037735849056,158.5850228360034
1,1.05,495.20190146810035
1,1.0434782608695652,252.63876077842662
1,1.0370370370370372,794.0162048517831
1,1.030674846625767,542.0253636493716
1,1.024390243902439,23.024091284991535
1,1.0181818181818183,693.2904099247961
1,1.0120481927710845,760.4488031159333
1,1.005988023952096,170.85892404817795
1,1.0,0.38095238095238027
2,36.0,110.25407328095211
2,24.0,579.5487818927005
2,18.0,803.8003594336797
2,14.399999999999999,426.98960964306104
2,12.0,11254.774938508237
2,10.285714285714286,413.33679147051316
2,9.0,1360.3815999153414
2,8.0,501.99268815730403
2,7.199999999999999,1473.521641339967
2,6.545454545454546,415.71740050667717
2,6.0,148.45654077531054
2,5.538461538461538,1912.9643019576986
2,5.142857142857143,236.3081415023245
2,4.800000000000001,35.85577745165103
2,4.5,632.0011449209269
