test,period,psd
1,43.2,87.66974066118695
1,36.0,203.70111998090445
1,30.857142857142858,109.80090728667439
1,27.0,57.120800248221485
1,24.0,49.217143827867204
1,21.6,27.509913975367322
1,19.636363636363637,15.100043258519342
1,18.0,105.82847549782996
1,16.615384615384617,409.6722244649649
1,15.428571428571429,149.00579699804882
1,14.399999999999999,62.50712460759153
1,13.5,177.92131699733446
1,12.705882352941178,885.4081727150508
1,12.0,41196.15836148761
1,11.368421052631579,842.1298681578866
1,10.8,278.56647005188097
1,10.285714285714286,7.475890003137465
1,9.818181818181818,45.21469293255827
1,9.391304347826086,36.189034025779485
1,9.0,20.200200749350333
1,8.64,2.5766725746064543
1,8.307692307692308,72.56173248914801
1,8.0,13.009457984334075
1,7.714285714285714,50.13527840576426
1,7.448275862068966,72.03391154032853
1,7.199999999999999,7.412064333221851
1,6.967741935483871,102.36901067896154
1,6.75,11.72569717965319
1,6.545454545454546,35.897392995414656
1,6.352941176470589,43.62582811710999
1,6.171428571428572,265.673459208377
1,6.0,1271.4920115010768
1,5.837837837837839,379.4944375168405
1,5.684210526315789,34.96401150322146
1,5.538461538461538,9.219504591623663
1,5.4,119.00978641698018
1,5.2682926829268295,23.198185951434642
1,5.142857142857143,65.22747019301383
1,5.023255813953488,65.19908440604085
1,4.909090909090909,57.37812677305711
1,4.800000000000001,18.59241591556063
1,4.695652173913043,26.19566210509962
1,4.595744680851064,17.80694880315748
1,4.5,5.490139301434112
1,4.408163265306123,46.37151382209811
1,4.32,24.525066466494025
1,4.235294117647059,76.72244012069359
1,4.153846153846154,16.481410427021252
1,4.0754716981132075,24.5694886658618
1,4.0,190.74949818924895
1,3.9272727272727277,265.50043075984064
1,3.857142857142857,68.40057531448245
1,3.789473684210526,3.371396947100723
1,3.724137931034483,80.39664855269207
1,3.6610169491525424,30.11241514510698
1,3.5999999999999996,21.155242007602407
1,3.5409836065573774,22.061331625518655
1,3.4838709677419355,63.74600406980354
1,3.428571428571429,46.45288499685758
1,3.375,37.70541358252599
1,3.323076923076923,116.79168312987943
1,3.272727272727273,18.9214323984194
1,3.2238805970149254,42.05507508000683
1,3.1764705882352944,113.4470680854768
1,3.130434782608696,5.615694379661882
1,3.085714285714286,224.03141298876707
1,3.042253521126761,23.82551889540642
1,3.0,29.863425925925885
1,2.958904109589041,247.35605411343178
1,2.9189189189189193,100.52387851516474
1,2.88,29.06531444860725
1,2.8421052631578947,9.753736892092606
1,2.8051948051948052,84.84448499435017
1,2.769230769230769,5.54223233812523
1,2.7341772151898738,81.7722595362199
1,2.7,116.27534929097858
1,2.6666666666666665,6.546513389822046
1,2.6341463414634148,16.954942393719364
1,2.602409638554217,23.88312470266172
1,2.5714285714285716,104.31426325618783
1,2.5411764705882356,10.18500506270605
1,2.511627906976744,77.75990968707443
1,2.4827586206896552,33.12974049833266
1,2.4545454545454546,185.00973231687647
1,2.4269662921348316,43.32858341241115
1,2.4000000000000004,20.552126531984655
1,2.3736263736263736,27.341041241173105
1,2.3478260869565215,72.64225571228505
1,2.3225806451612905,75.54699540506185
1,2.297872340425532,66.31726493690097
1,2.273684210526316,114.06718777401308
1,2.25,26.145603831254288
1,2.2268041237113403,87.78719001681779
1,2.2040816326530615,49.051148536963964
1,2.181818181818182,25.880709646891326
1,2.16,91.91678736816671
1,2.1386138613861387,9.23618163169541
1,2.1176470588235294,33.57462205536451
1,2.097087378640777,3.137688480876281
1,2.076923076923077,29.85085243430214
1,2.0571428571428574,126.86896019913623
1,2.0377358490566038,145.31594773936993
1,2.018691588785047,0.8306661857283733
1,2.0,8.82407407407406
1,1.9816513761467889,28.186118908609533
1,1.9636363636363638,120.64615325444083
1,1.945945945945946,31.544161233782646
1,1.9285714285714286,16.702448376258562
1,1.9115044247787611,47.866641571031856
1,1.894736842105263,14.96994415830563
1,1.8782608695652177,30.281417103712148
1,1.8620689655172415,32.980735527108386
1,1.8461538461538463,22.382083276244586
1,1.8305084745762712,32.401542788112266
1,1.815126050420168,106.49860245320596
1,1.7999999999999998,8.404168113827541
1,1.785123966942149,3.4981694017607396
1,1.7704918032786887,7.574710706207783
1,1.7560975609756098,5.194688329478686
1,1.7419354838709677,10.158632617481665
1,1.728,33.220857230647056
1,1.7142857142857144,57.77478404222236
1,1.7007874015748032,103.72280329973975
1,1.6875,24.97225172400364
1,1.6744186046511629,4.970755442913317
1,1.6615384615384614,63.53743288434885
1,1.6488549618320614,106.07296590533521
1,1.6363636363636365,94.22361378589744
1,1.62406015037594,6.27460737893481
1,1.6119402985074627,14.541662638930015
1,1.6,33.88167622981713
1,1.5882352941176472,7.644375057370588
1,1.5766423357664234,24.279008296406236
1,1.565217391304348,25.313721207891724
1,1.5539568345323742,30.46848348481566
1,1.542857142857143,7.729103163777123
1,1.5319148936170213,73.574050037826
1,1.5211267605633805,14.682393955446937
1,1.5104895104895106,36.30894222555491
1,1.5,75.29861111111119
1,1.4896551724137932,16.17784981304041
1,1.4794520547945205,18.46475947405195
1,1.469387755102041,51.29756299679786
1,1.4594594594594597,39.569105219071446
1,1.4496644295302015,68.83358404303658
1,1.44,51.16100801582127
1,1.4304635761589404,90.86230414030507
1,1.4210526315789473,65.58006987428635
1,1.411764705882353,40.33042703009254
1,1.4025974025974026,48.40411976380686
1,1.3935483870967742,4.0329204526479545
1,1.3846153846153846,65.56390853747348
1,1.375796178343949,65.81578669205622
1,1.3670886075949369,0.30010387636169267
1,1.358490566037736,221.15813479744202
1,1.35,40.951551857560226
1,1.3416149068322982,48.791442793230324
1,1.3333333333333333,36.25976107001031
1,1.325153374233129,1.292937128388129
1,1.3170731707317074,185.05955158479557
1,1.309090909090909,90.57816240023449
1,1.3012048192771084,104.18617427981751
1,1.2934131736526946,2.3416456357899493
1,1.2857142857142858,40.048408914599925
1,1.2781065088757397,47.431945438388475
1,1.2705882352941178,29.564514663541452
1,1.2631578947368423,45.43638183970191
1,1.255813953488372,23.7348255772128
1,1.2485549132947977,28.18502789848895
1,1.2413793103448276,27.491789585461774
1,1.2342857142857144,6.350843231332161
1,1.2272727272727273,13.171284699218765
1,1.2203389830508475,5.2936496771679895
1,1.2134831460674158,1.73647106654339
1,1.2067039106145252,7.725103696477326
1,1.2000000000000002,62.3922477581815
1,1.1933701657458564,8.854148264088018
1,1.1868131868131868,19.38560439038116
1,1.180327868852459,13.31824884447858
1,1.1739130434782608,63.1967505933186
1,1.1675675675675676,91.28115792609985
1,1.1612903225806452,3.2920825121034
1,1.1550802139037433,20.805323497602814
1,1.148936170212766,49.54663983149576
1,1.1428571428571428,4.673463507137845
1,1.136842105263158,79.0595863132407
1,1.130890052356021,1.3136810299110353
1,1.125,4.669812422867161
1,1.1191709844559585,28.70717553004534
1,1.1134020618556701,12.214048797957883
1,1.1076923076923078,22.408501661997807
1,1.1020408163265307,45.85551667835826
1,1.0964467005076144,0.5593603318460904
1,1.090909090909091,44.227690901146325
1,1.085427135678392,110.71808531838343
1,1.08,42.93705774416156
1,1.0746268656716418,49.525140878966724
1,1.0693069306930694,33.91277003721779
1,1.064039408866995,54.12578763958836
1,1.0588235294117647,2.039496915008934
1,1.053658536585366,21.32840561882114
1,1.0485436893203886,7.298775282907394
1,1.0434782608695652,237.76350902233966
1,1.0384615384615385,184.11635295913305
1,1.0334928229665072,0.4724976491761106
1,1.0285714285714287,23.420290999144754
1,1.023696682464455,15.125018427472417
1,1.0188679245283019,10.657996171496631
1,1.0140845070422535,62.51875620859212
1,1.0093457943925235,13.172344560036223
1,1.0046511627906978,2.7092218863628377
1,1.0,109.79629629629629
2,48.0,18.39651331388068
2,32.0,64.27374547744081
2,24.0,11.457980777256006
2,19.200000000000003,15.879633531965718
2,16.0,3.1727226541064764
2,13.714285714285715,90.2558090142486
2,12.0,20632.24925233765
2,10.666666666666666,243.16369069283454
2,9.600000000000001,98.55723242577417
2,8.727272727272728,8.588642068661123
2,8.0,6.836189525203954
2,7.384615384615385,18.491728368805873
2,6.857142857142858,64.95822772390076
2,6.4,30.23151830598339
2,6.0,1074.8672011265191
2,5.647058823529412,30.04203387046869
2,5.333333333333333,178.09951211516128
2,5.052631578947369,44.79157718634643
2,4.800000000000001,3.524691945073965
2,4.571428571428571,27.68587870511034
2,4.363636363636364,34.50999489072247
2,4.173913043478261,12.62770822356758
2,4.0,206.51194721302573
2,3.8400000000000007,11.04019056482308
2,3.6923076923076925,37.710366388898166
2,3.5555555555555554,13.837546299482558
2,3.428571428571429,121.4313149460684
2,3.3103448275862073,21.611351335272534
2,3.2,21.490272452262367
