test,period,psd
1,43.2,3329.174078948861
1,36.0,8208.793487275287
1,30.857142857142858,4111.187658571682
1,27.0,13455.70153860974
1,24.0,146119.90087242777
1,21.6,20404.14458765092
1,19.636363636363637,1197.1608105842715
1,18.0,3023.7929062898825
1,16.615384615384617,208.9170281324558
1,15.428571428571429,1526.6371315072836
1,14.399999999999999,2489.918648188778
1,13.5,2723.110276998721
1,12.705882352941178,4491.067410880168
1,12.0,492.7018156857228
1,11.368421052631579,1622.6844475157632
1,10.8,1657.5602768898582
1,10.285714285714286,3.652195083354132
1,9.818181818181818,2991.823265587924
1,9.391304347826086,2374.0450727884026
1,9.0,3348.193278708648
1,8.64,570.9347866268264
1,8.307692307692308,2866.853413664712
1,8.0,2504.564281864401
1,7.714285714285714,313.3531347639877
1,7.448275862068966,1132.5830305621573
1,7.199999999999999,5080.47586188192
1,6.967741935483871,1349.7598405302492
1,6.75,3233.2905801026645
1,6.545454545454546,2832.605362279315
1,6.352941176470589,7604.653122233683
1,6.171428571428572,2007.8819731541014
1,6.0,239.7065464835458
1,5.837837837837839,2283.608721388907
1,5.684210526315789,42.23560418266264
1,5.538461538461538,2855.8611291204134
1,5.4,6010.896474051316
1,5.2682926829268295,3127.1594180302613
1,5.142857142857143,519.1510972383569
1,5.023255813953488,1202.9016674062225
1,4.909090909090909,5062.630639675026
1,4.800000000000001,95.04725763903573
1,4.695652173913043,995.2845918063135
1,4.595744680851064,9086.173612517025
1,4.5,3021.640082963196
1,4.408163265306123,813.0700231121291
1,4.32,2736.5166291839923
1,4.235294117647059,996.8322373196055
1,4.153846153846154,482.59719659544453
1,4.0754716981132075,464.35966419645763
1,4.0,508.27772945886704
1,3.9272727272727277,151.54553566426583
1,3.857142857142857,598.6755298514297
1,3.789473684210526,2848.07738326336
1,3.724137931034483,4162.128968482694
1,3.6610169491525424,3314.8114086721093
1,3.5999999999999996,5112.044890860493
1,3.5409836065573774,872.6955557746803
1,3.4838709677419355,4017.501356064175
1,3.428571428571429,517.8594255291754
1,3.375,1551.643993485312
1,3.323076923076923,566.6997132698554
1,3.272727272727273,478.15906642151276
1,3.2238805970149254,6356.10311661094
1,3.1764705882352944,3291.5812049540373
1,3.130434782608696,882.9698793825407
1,3.085714285714286,1001.2841707168352
1,3.042253521126761,1595.4756696413863
1,3.0,4735.675925925926
1,2.958904109589041,6877.876555326221
1,2.9189189189189193,1114.3999470396107
1,2.88,2514.698497273108
1,2.8421052631578947,3641.785305428386
1,2.8051948051948052,3316.8921293841563
1,2.769230769230769,1045.2047384344264
1,2.7341772151898738,296.1996345444054
1,2.7,1041.7039650164427
1,2.6666666666666665,850.8208575512765
1,2.6341463414634148,1666.795578468361
1,2.602409638554217,3980.135541583664
1,2.5714285714285716,822.8521382870767
1,2.5411764705882356,1745.7767161310192
1,2.511627906976744,671.0692945576812
1,2.4827586206896552,2666.538291345613
1,2.4545454545454546,3987.0475096556656
1,2.4269662921348316,239.0176241517561
1,2.4000000000000004,2.428110871703733
1,2.3736263736263736,1201.3071277209083
1,2.3478260869565215,613.1037907648483
1,2.3225806451612905,167.41480028187752
1,2.297872340425532,17.079374839505974
1,2.273684210526316,13.853639517097395
1,2.25,238.1923858011751
1,2.2268041237113403,979.1926074726745
1,2.2040816326530615,34.705381062406396
1,2.181818181818182,1913.6404583177641
1,2.16,1067.6438954832608
1,2.1386138613861387,1343.0816028530364
1,2.1176470588235294,6454.362167897637
1,2.097087378640777,263.3641747516258
1,2.076923076923077,5037.098505429464
1,2.0571428571428574,476.26705121065527
1,2.0377358490566038,1906.0726747614347
1,2.018691588785047,893.065660277692
1,2.0,1198.1782407407409
1,1.9816513761467889,29.895542380605377
1,1.9636363636363638,4306.57698031592
1,1.945945945945946,2857.6758997970305
1,1.9285714285714286,433.23493911277154
